id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
9026,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,931,2019-12-31T00:00:00,2019,12,20,Natural disaster,461,470,Somali,ET05,SA,Active
8901,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,146,2019-12-31T00:00:00,2019,12,20,Conflict,87,59,Harari,ET13,SA,Active
34332,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,8370,2019-12-31T00:00:00,2019,12,20,Natural disaster,4117,4253,Gambela,ET12,SA,Active
42517,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,12940,2019-12-31T00:00:00,2019,12,20,Conflict,6291,6649,Afar,ET02,SA,Active
42605,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,34098,2019-12-31T00:00:00,2019,12,20,Conflict,19241,14857,Amhara,ET03,SA,Active
34271,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,840,2019-12-31T00:00:00,2019,12,20,Conflict,414,426,Central Ethiopia,ET07,SA,Active
34186,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,2786,2019-12-31T00:00:00,2019,12,20,Conflict,1295,1491,Oromia,ET04,SA,Active
50903,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,41634,2019-12-31T00:00:00,2019,12,20,Conflict,21516,20118,Amhara,ET03,SA,Active
50995,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,65141,2019-12-31T00:00:00,2019,12,20,Conflict,39229,25912,Oromia,ET04,SA,Active
67419,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,7633,2019-12-31T00:00:00,2019,12,20,Conflict,3920,3713,Oromia,ET04,SA,Active
67569,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,4529,2019-12-31T00:00:00,2019,12,20,Conflict,2206,2323,Benishangul-Gumuz,ET06,SA,Active
67307,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,153,2019-12-31T00:00:00,2019,12,20,Conflict,94,59,Somali,ET05,SA,Active
59128,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,19968,2019-12-31T00:00:00,2019,12,20,Conflict,10037,9931,Gambela,ET12,SA,Active
59121,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,594,2019-12-31T00:00:00,2019,12,20,Conflict,289,305,Not available,Not available,SA,Active
59213,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,44,2019-12-31T00:00:00,2019,12,20,Conflict,26,18,Benishangul-Gumuz,ET06,SA,Active
59187,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,7032,2019-12-31T00:00:00,2019,12,20,Conflict,3505,3527,Tigray,ET01,SA,Active
59341,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,246620,2019-12-31T00:00:00,2019,12,20,Natural disaster,118826,127794,Somali,ET05,SA,Active
59281,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,6007,2019-12-31T00:00:00,2019,12,20,Other reason,2745,3262,Oromia,ET04,SA,Active
59239,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,231,2019-12-31T00:00:00,2019,12,20,Conflict,117,114,Harari,ET13,SA,Active
59252,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,380,2020-02-29T00:00:00,2020,2,21,Conflict,195,185,Oromia,ET04,SA,Active
59253,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,3816,2020-02-29T00:00:00,2020,2,21,Conflict,1836,1980,Oromia,ET04,SA,Active
59259,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,744,2020-02-29T00:00:00,2020,2,21,Conflict,361,383,Not available,Not available,SA,Active
59262,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,30666,2020-02-29T00:00:00,2020,2,21,Conflict,17171,13495,Amhara,ET03,SA,Active
59286,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,48877,2020-02-29T00:00:00,2020,2,21,Natural disaster,24290,24587,Afar,ET02,SA,Active
59161,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,389,2020-02-29T00:00:00,2020,2,21,Economic reasons,197,192,Somali,ET05,SA,Active
67349,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,3638,2020-02-29T00:00:00,2020,2,21,Natural disaster,1927,1711,Gambela,ET12,SA,Active
67367,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,32252,2020-02-29T00:00:00,2020,2,21,Conflict,16535,15717,Gambela,ET12,SA,Active
67546,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,150,2020-02-29T00:00:00,2020,2,21,Conflict,79,71,Somali,ET05,SA,Active
67542,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,61785,2020-02-29T00:00:00,2020,2,21,Conflict,37146,24639,Oromia,ET04,SA,Active
59020,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,23485,2020-02-29T00:00:00,2020,2,21,Conflict,11192,12293,Afar,ET02,SA,Active
50830,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,202,2020-02-29T00:00:00,2020,2,21,Conflict,105,97,Not available,Not available,SA,Active
50867,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,224643,2020-02-29T00:00:00,2020,2,21,Natural disaster,110268,114375,Somali,ET05,SA,Active
34176,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,119176,2020-02-29T00:00:00,2020,2,21,Natural disaster,58638,60538,Oromia,ET04,SA,Active
34143,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,89423,2020-02-29T00:00:00,2020,2,21,Conflict,44378,45045,Somali,ET05,SA,Active
34248,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,43382,2020-02-29T00:00:00,2020,2,21,Conflict,22231,21151,Amhara,ET03,SA,Active
42565,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,183,2020-02-29T00:00:00,2020,2,21,Conflict,113,70,Somali,ET05,SA,Active
8886,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,44336,2020-02-29T00:00:00,2020,2,21,Conflict,22487,21849,Benishangul-Gumuz,ET06,SA,Active
34100,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,756,2020-02-29T00:00:00,2020,2,21,Conflict,386,370,Central Ethiopia,ET07,SA,Active
25753,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,433106,2020-02-29T00:00:00,2020,2,21,Conflict,208308,224798,Oromia,ET04,SA,Active
25638,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,5746,2020-02-29T00:00:00,2020,2,21,Other reason,2752,2994,Oromia,ET04,SA,Active
25609,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,107800,2020-02-29T00:00:00,2020,2,21,Natural disaster,52704,55096,Oromia,ET04,SA,Active
25611,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,80165,2020-02-29T00:00:00,2020,2,21,Conflict,40103,40062,Somali,ET05,SA,Active
25575,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,2582,2020-02-29T00:00:00,2020,2,21,Conflict,1356,1226,Somali,ET05,SA,Active
25715,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,1055,2020-02-29T00:00:00,2020,2,21,Conflict,640,415,Tigray,ET01,SA,Active
25722,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,8460,2020-02-29T00:00:00,2020,2,21,Conflict,4289,4171,Benishangul-Gumuz,ET06,SA,Active
8458,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,8835,2020-02-29T00:00:00,2020,2,21,Conflict,4245,4590,Oromia,ET04,SA,Active
8468,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,1787,2020-02-29T00:00:00,2020,2,21,Conflict,894,893,Amhara,ET03,SA,Active
8809,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,345505,2020-02-29T00:00:00,2020,2,21,Conflict,178334,167171,Oromia,ET04,SA,Active
8648,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,406,2020-02-29T00:00:00,2020,2,21,Natural disaster,196,210,Somali,ET05,SA,Active
8552,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,44,2020-02-29T00:00:00,2020,2,21,Conflict,26,18,Benishangul-Gumuz,ET06,SA,Active
67616,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,4519,2020-02-29T00:00:00,2020,2,21,Conflict,2244,2275,Benishangul-Gumuz,ET06,SA,Active
67568,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,264,2020-02-29T00:00:00,2020,2,21,Economic reasons,140,124,Oromia,ET04,SA,Active
67685,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,6924,2020-02-29T00:00:00,2020,2,21,Conflict,3331,3593,Tigray,ET01,SA,Active
67690,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,965,2020-07-30T00:00:00,2020,7,22,Conflict,464,501,Not available,Not available,SA,Active
67688,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,53205,2020-07-30T00:00:00,2020,7,22,Conflict,31772,21433,Oromia,ET04,SA,Active
67610,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,5698,2020-07-30T00:00:00,2020,7,22,Other reason,2564,3134,Oromia,ET04,SA,Active
8630,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,346887,2020-07-30T00:00:00,2020,7,22,Natural disaster,168558,178329,Somali,ET05,SA,Active
8620,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,3047,2020-07-30T00:00:00,2020,7,22,Natural disaster,1610,1437,Gambela,ET12,SA,Active
8735,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,1397,2020-07-30T00:00:00,2020,7,22,Conflict,724,673,Oromia,ET04,SA,Active
8727,Countrywide monitoring,Ethiopia,ETH,South Ethiopia People,ET08,,,1,8601,2020-07-30T00:00:00,2020,7,22,Conflict,4426,4175,Not available,Not available,SA,Active
8466,Countrywide monitoring,Ethiopia,ETH,South Ethiopia People,ET08,,,1,629,2020-07-30T00:00:00,2020,7,22,Conflict,363,266,Oromia,ET04,SA,Active
8361,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,3015,2020-07-30T00:00:00,2020,7,22,Natural disaster,1559,1456,Central Ethiopia,ET07,SA,Active
8407,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,1912,2020-07-30T00:00:00,2020,7,22,Conflict,978,934,Benishangul-Gumuz,ET06,SA,Active
8408,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,26684,2020-07-30T00:00:00,2020,7,22,Conflict,14163,12521,Central Ethiopia,ET07,SA,Active
8404,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,39630,2020-07-30T00:00:00,2020,7,22,Conflict,22746,16884,Amhara,ET03,SA,Active
8305,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,582,2020-07-30T00:00:00,2020,7,22,Conflict,266,316,Not available,Not available,SA,Active
25690,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,49186,2020-07-30T00:00:00,2020,7,22,Natural disaster,25213,23973,Afar,ET02,SA,Active
25646,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,418832,2020-07-30T00:00:00,2020,7,22,Conflict,201919,216913,Oromia,ET04,SA,Active
25677,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,27181,2020-07-30T00:00:00,2020,7,22,Conflict,13777,13404,Afar,ET02,SA,Active
25574,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,1113,2020-07-30T00:00:00,2020,7,22,Conflict,654,459,Tigray,ET01,SA,Active
25752,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,6551,2020-07-30T00:00:00,2020,7,22,Conflict,3127,3424,Oromia,ET04,SA,Active
34121,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,72,2020-07-30T00:00:00,2020,7,22,Conflict,42,30,Benishangul-Gumuz,ET06,SA,Active
9052,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,7670,2020-07-30T00:00:00,2020,7,22,Conflict,3803,3867,Amhara,ET03,SA,Active
42564,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,181,2020-07-30T00:00:00,2020,7,22,Economic reasons,81,100,Oromia,ET04,SA,Active
42509,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,218617,2020-07-30T00:00:00,2020,7,22,Conflict,110267,108350,Oromia,ET04,SA,Active
42553,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,3640,2020-07-30T00:00:00,2020,7,22,Conflict,1721,1919,Somali,ET05,SA,Active
34219,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,105029,2020-07-30T00:00:00,2020,7,22,Natural disaster,50537,54492,Oromia,ET04,SA,Active
50824,Countrywide monitoring,Ethiopia,ETH,South Ethiopia People,ET08,,,1,19165,2020-07-30T00:00:00,2020,7,22,Natural disaster,10100,9065,Not available,Not available,SA,Active
42677,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,108,2020-07-30T00:00:00,2020,7,22,Conflict,55,53,Central Ethiopia,ET07,SA,Active
42685,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,202,2020-07-30T00:00:00,2020,7,22,Conflict,105,97,Not available,Not available,SA,Active
42639,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,399,2020-07-30T00:00:00,2020,7,22,Natural disaster,187,212,Somali,ET05,SA,Active
59016,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,2664,2020-07-30T00:00:00,2020,7,22,Conflict,1365,1299,Somali,ET05,SA,Active
58996,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,2135,2020-07-30T00:00:00,2020,7,22,Conflict,1098,1037,Benishangul-Gumuz,ET06,SA,Active
50905,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,28851,2020-07-30T00:00:00,2020,7,22,Conflict,14076,14775,Benishangul-Gumuz,ET06,SA,Active
50943,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,4921,2020-07-30T00:00:00,2020,7,22,Conflict,2410,2511,Oromia,ET04,SA,Active
67545,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,232131,2020-07-30T00:00:00,2020,7,22,Conflict,123445,108686,Somali,ET05,SA,Active
67552,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,2433,2020-07-30T00:00:00,2020,7,22,Conflict,1169,1264,Oromia,ET04,SA,Active
67458,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,6848,2020-07-30T00:00:00,2020,7,22,Conflict,3393,3455,Tigray,ET01,SA,Active
67386,Countrywide monitoring,Ethiopia,ETH,South West Ethiopia People,ET11,,,1,19388,2020-07-30T00:00:00,2020,7,22,Conflict,9433,9955,Not available,Not available,SA,Active
67354,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,130165,2020-07-30T00:00:00,2020,7,22,Conflict,64695,65470,Somali,ET05,SA,Active
67329,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,511,2020-07-30T00:00:00,2020,7,22,Conflict,315,196,Somali,ET05,SA,Active
59114,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,30403,2020-07-30T00:00:00,2020,7,22,Conflict,15612,14791,Gambela,ET12,SA,Active
59292,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,461,2020-07-30T00:00:00,2020,7,22,Economic reasons,235,226,Somali,ET05,SA,Active
59349,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,4654,2020-07-30T00:00:00,2020,7,22,Conflict,2275,2379,Not available,Not available,SA,Active
59238,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,240,2020-07-30T00:00:00,2020,7,22,Conflict,134,106,Somali,ET05,SA,Active
59250,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,4808,2020-07-30T00:00:00,2020,7,22,Natural disaster,2583,2225,Not available,Not available,SA,Active
59315,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,982,2020-09-30T00:00:00,2020,9,23,Conflict,548,434,Tigray,ET01,SA,Active
59132,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,21439,2020-09-30T00:00:00,2020,9,23,Conflict,10691,10748,Somali,ET05,SA,Active
59170,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,344332,2020-09-30T00:00:00,2020,9,23,Conflict,182903,161429,Oromia,ET04,SA,Active
59038,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,586,2020-09-30T00:00:00,2020,9,23,Conflict,320,266,Somali,ET05,SA,Active
59082,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,1553,2020-09-30T00:00:00,2020,9,23,Conflict,986,567,Somali,ET05,SA,Active
59089,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,430,2020-09-30T00:00:00,2020,9,23,Conflict,213,217,Oromia,ET04,SA,Active
67294,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,289057,2020-09-30T00:00:00,2020,9,23,Natural disaster,140241,148816,Somali,ET05,SA,Active
67390,Countrywide monitoring,Ethiopia,ETH,Sidama,ET16,,,1,26843,2020-09-30T00:00:00,2020,9,23,Conflict,14033,12810,Central Ethiopia,ET07,SA,Active
67465,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,6848,2020-09-30T00:00:00,2020,9,23,Conflict,3404,3444,Tigray,ET01,SA,Active
67441,Countrywide monitoring,Ethiopia,ETH,South West Ethiopia People,ET11,,,1,12852,2020-09-30T00:00:00,2020,9,23,Conflict,6829,6023,Not available,Not available,SA,Active
67421,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,278,2020-09-30T00:00:00,2020,9,23,Conflict,140,138,Not available,Not available,SA,Active
67553,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,1533,2020-09-30T00:00:00,2020,9,23,Natural disaster,788,745,Somali,ET05,SA,Active
67551,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,59773,2020-09-30T00:00:00,2020,9,23,Natural disaster,29633,30140,Oromia,ET04,SA,Active
50927,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,2431,2020-09-30T00:00:00,2020,9,23,Conflict,1312,1119,Benishangul-Gumuz,ET06,SA,Active
58991,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,4113,2020-09-30T00:00:00,2020,9,23,Natural disaster,2120,1993,Gambela,ET12,SA,Active
42643,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,389,2020-09-30T00:00:00,2020,9,23,Conflict,189,200,Amhara,ET03,SA,Active
50842,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,2665,2020-09-30T00:00:00,2020,9,23,Conflict,1370,1295,Somali,ET05,SA,Active
34181,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,7589,2020-09-30T00:00:00,2020,9,23,Conflict,3736,3853,Amhara,ET03,SA,Active
42594,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,39529,2020-09-30T00:00:00,2020,9,23,Conflict,23633,15896,Central Ethiopia,ET07,SA,Active
42504,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,108660,2020-09-30T00:00:00,2020,9,23,Natural disaster,55376,53284,Oromia,ET04,SA,Active
34329,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,7493,2020-09-30T00:00:00,2020,9,23,Conflict,3743,3750,Benishangul-Gumuz,ET06,SA,Active
25527,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,6811,2020-09-30T00:00:00,2020,9,23,Conflict,3383,3428,Oromia,ET04,SA,Active
25485,Countrywide monitoring,Ethiopia,ETH,South Ethiopia People,ET08,,,1,52018,2020-09-30T00:00:00,2020,9,23,Natural disaster,25948,26070,Not available,Not available,SA,Active
25473,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,4875,2020-09-30T00:00:00,2020,9,23,Conflict,2326,2549,Oromia,ET04,SA,Active
8903,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,41272,2020-09-30T00:00:00,2020,9,23,Conflict,20856,20416,Benishangul-Gumuz,ET06,SA,Active
8896,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,22692,2020-09-30T00:00:00,2020,9,23,Conflict,13109,9583,Oromia,ET04,SA,Active
9019,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,8521,2020-09-30T00:00:00,2020,9,23,Natural disaster,4419,4102,Central Ethiopia,ET07,SA,Active
34122,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,10835,2020-09-30T00:00:00,2020,9,23,Conflict,5427,5408,Central Ethiopia,ET07,SA,Active
34106,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,219,2020-09-30T00:00:00,2020,9,23,Economic reasons,85,134,Oromia,ET04,SA,Active
25836,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,21352,2020-09-30T00:00:00,2020,9,23,Conflict,10844,10508,Afar,ET02,SA,Active
25786,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,5819,2020-09-30T00:00:00,2020,9,23,Conflict,2832,2987,Oromia,ET04,SA,Active
25589,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,19062,2020-09-30T00:00:00,2020,9,23,Conflict,9313,9749,Not available,Not available,SA,Active
8303,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,126699,2020-09-30T00:00:00,2020,9,23,Natural disaster,64052,62647,Afar,ET02,SA,Active
8191,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,471,2020-09-30T00:00:00,2020,9,23,Economic reasons,270,201,Somali,ET05,SA,Active
8197,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,77161,2020-09-30T00:00:00,2020,9,23,Conflict,37866,39295,Somali,ET05,SA,Active
8347,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,269,2020-09-30T00:00:00,2020,9,23,Conflict,142,127,Somali,ET05,SA,Active
8381,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,404,2020-09-30T00:00:00,2020,9,23,Conflict,185,219,Central Ethiopia,ET07,SA,Active
8496,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,403705,2020-09-30T00:00:00,2020,9,23,Conflict,190755,212950,Oromia,ET04,SA,Active
8749,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,4087,2020-09-30T00:00:00,2020,9,23,Conflict,1960,2127,Central Ethiopia,ET07,SA,Active
8755,Countrywide monitoring,Ethiopia,ETH,South Ethiopia People,ET08,,,1,20076,2020-09-30T00:00:00,2020,9,23,Conflict,9837,10239,Not available,Not available,SA,Active
8716,Countrywide monitoring,Ethiopia,ETH,South West Ethiopia People,ET11,,,1,373,2020-09-30T00:00:00,2020,9,23,Natural disaster,201,172,Not available,Not available,SA,Active
8810,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,86,2020-09-30T00:00:00,2020,9,23,Conflict,52,34,Benishangul-Gumuz,ET06,SA,Active
8807,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,4577,2020-09-30T00:00:00,2020,9,23,Natural disaster,2296,2281,Amhara,ET03,SA,Active
8838,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,590,2020-09-30T00:00:00,2020,9,23,Conflict,284,306,Not available,Not available,SA,Active
8839,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,2520,2020-09-30T00:00:00,2020,9,23,Natural disaster,1467,1053,Not available,Not available,SA,Active
8865,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,29873,2020-09-30T00:00:00,2020,9,23,Conflict,16741,13132,Amhara,ET03,SA,Active
8612,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,32606,2020-09-30T00:00:00,2020,9,23,Conflict,16209,16397,Gambela,ET12,SA,Active
67640,Countrywide monitoring,Ethiopia,ETH,Sidama,ET16,,,1,3674,2020-09-30T00:00:00,2020,9,23,Natural disaster,1955,1719,Central Ethiopia,ET07,SA,Active
67628,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,5750,2020-09-30T00:00:00,2020,9,23,Other reason,2672,3078,Oromia,ET04,SA,Active
67603,Countrywide monitoring,Ethiopia,ETH,South Ethiopia People,ET08,,,1,779,2020-09-30T00:00:00,2020,9,23,Conflict,349,430,Oromia,ET04,SA,Active
67609,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,2951,2021-01-30T00:00:00,2021,1,24,Conflict,1413,1538,Oromia,ET04,SA,Active
67615,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,5597,2021-01-30T00:00:00,2021,1,24,Other reason,2705,2892,Oromia,ET04,SA,Active
67658,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,29440,2021-01-30T00:00:00,2021,1,24,Conflict,15388,14052,Afar,ET02,SA,Active
8647,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,665,2021-01-30T00:00:00,2021,1,24,Conflict,398,267,Tigray,ET01,SA,Active
8561,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,12433,2021-01-30T00:00:00,2021,1,24,Conflict,6028,6405,Oromia,ET04,SA,Active
8523,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,41722,2021-01-30T00:00:00,2021,1,24,Conflict,20084,21638,Benishangul-Gumuz,ET06,SA,Active
8542,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,3812,2021-01-30T00:00:00,2021,1,24,Natural disaster,1935,1877,Gambela,ET12,SA,Active
8786,Countrywide monitoring,Ethiopia,ETH,Central Ethiopia,ET07,,,1,374,2021-01-30T00:00:00,2021,1,24,Conflict,185,189,Somali,ET05,SA,Active
8788,Countrywide monitoring,Ethiopia,ETH,South Ethiopia People,ET08,,,1,76063,2021-01-30T00:00:00,2021,1,24,Natural disaster,38504,37559,Not available,Not available,SA,Active
