id,operation,admin0Name,admin0Pcode,admin1Name,admin1Pcode,admin2Name,admin2Pcode,adminLevel,numPresentIdpInd,reportingDate,yearReportingDate,monthReportingDate,roundNumber,displacementReason,numberMales,numberFemales,idpOriginAdmin1Name,idpOriginAdmin1Pcode,assessmentType,operationStatus
59275,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,23999,2019-02-28T00:00:00,2019,2,15,Conflict,13993,10006,Not available,Not available,SA,Active
59168,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,1253,2019-02-28T00:00:00,2019,2,15,Natural disaster,583,670,Not available,Not available,SA,Active
59138,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,45916,2019-02-28T00:00:00,2019,2,15,Natural disaster,23314,22602,Afar,ET02,SA,Active
59139,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,10365,2019-02-28T00:00:00,2019,2,15,Economic reasons,5108,5257,Oromia,ET04,SA,Active
59120,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,8490,2019-02-28T00:00:00,2019,2,15,Conflict,4030,4460,Oromia,ET04,SA,Active
59045,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,449,2019-02-28T00:00:00,2019,2,15,Natural disaster,213,236,Somali,ET05,SA,Active
50972,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,261,2019-02-28T00:00:00,2019,2,15,Natural disaster,133,128,Amhara,ET03,SA,Active
50931,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,346326,2019-02-28T00:00:00,2019,2,15,Natural disaster,171767,174559,Somali,ET05,SA,Active
42583,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,172957,2019-02-28T00:00:00,2019,2,15,Conflict,85031,87926,Somali,ET05,SA,Active
42587,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,1184,2019-02-28T00:00:00,2019,2,15,Conflict,602,582,Amhara,ET03,SA,Active
42606,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,1406,2019-02-28T00:00:00,2019,2,15,Conflict,910,496,Amhara,ET03,SA,Active
34227,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,307274,2019-02-28T00:00:00,2019,2,15,Conflict,142761,164513,Not available,Not available,SA,Active
34178,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,7002,2019-02-28T00:00:00,2019,2,15,Conflict,3224,3778,Tigray,ET01,SA,Active
34156,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,1793,2019-02-28T00:00:00,2019,2,15,Conflict,941,852,Afar,ET02,SA,Active
9034,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,172638,2019-02-28T00:00:00,2019,2,15,Conflict,87804,84834,Not available,Not available,SA,Active
8912,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,4794,2019-02-28T00:00:00,2019,2,15,Other reason,2398,2396,Oromia,ET04,SA,Active
8951,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,386089,2019-02-28T00:00:00,2019,2,15,Conflict,181803,204286,Oromia,ET04,SA,Active
25847,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,561,2019-02-28T00:00:00,2019,2,15,Conflict,445,116,Tigray,ET01,SA,Active
34127,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,40312,2019-02-28T00:00:00,2019,2,15,Conflict,23391,16921,Oromia,ET04,SA,Active
25733,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,6505,2019-02-28T00:00:00,2019,2,15,Conflict,3247,3258,Benishangul-Gumuz,ET06,SA,Active
25658,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,7934,2019-02-28T00:00:00,2019,2,15,Conflict,4069,3865,Not available,Not available,SA,Active
8348,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,2194,2019-02-28T00:00:00,2019,2,15,Conflict,1082,1112,Somali,ET05,SA,Active
8312,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,393444,2019-02-28T00:00:00,2019,2,15,Conflict,193016,200428,Oromia,ET04,SA,Active
8195,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,28791,2019-02-28T00:00:00,2019,2,15,Natural disaster,13996,14795,Not available,Not available,SA,Active
8412,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,194,2019-02-28T00:00:00,2019,2,15,Conflict,95,99,Afar,ET02,SA,Active
8380,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,103285,2019-02-28T00:00:00,2019,2,15,Natural disaster,50553,52732,Oromia,ET04,SA,Active
8445,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,13566,2019-02-28T00:00:00,2019,2,15,Conflict,7089,6477,Gambela,ET12,SA,Active
8780,Countrywide monitoring,Ethiopia,ETH,Addis Ababa,ET14,,,1,7370,2019-02-28T00:00:00,2019,2,15,Conflict,4125,3245,Somali,ET05,SA,Active
8776,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,459,2019-02-28T00:00:00,2019,2,15,Conflict,216,243,Somali,ET05,SA,Active
8725,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,1728,2019-02-28T00:00:00,2019,2,15,Conflict,911,817,Amhara,ET03,SA,Active
8715,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,467,2019-02-28T00:00:00,2019,2,15,Economic reasons,219,248,Somali,ET05,SA,Active
8570,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,98036,2019-02-28T00:00:00,2019,2,15,Conflict,46726,51310,Somali,ET05,SA,Active
8580,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,8390,2019-02-28T00:00:00,2019,2,15,Conflict,4769,3621,Somali,ET05,SA,Active
67618,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,6065,2019-02-28T00:00:00,2019,2,15,Conflict,2911,3154,Dire Dawa,ET15,SA,Active
8577,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,261,2019-04-30T00:00:00,2019,4,16,Natural disaster,133,128,Not available,Not available,SA,Active
8613,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,4143,2019-04-30T00:00:00,2019,4,16,Other reason,1922,2221,Not available,Not available,SA,Active
8765,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,19095,2019-04-30T00:00:00,2019,4,16,Conflict,9814,9281,Not available,Not available,SA,Active
8798,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,722180,2019-04-30T00:00:00,2019,4,16,Conflict,339760,382420,Not available,Not available,SA,Active
8479,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,46265,2019-04-30T00:00:00,2019,4,16,Natural disaster,23497,22768,Not available,Not available,SA,Active
25665,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,3827,2019-04-30T00:00:00,2019,4,16,Conflict,2023,1804,Not available,Not available,SA,Active
25559,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,89883,2019-04-30T00:00:00,2019,4,16,Conflict,43623,46260,Not available,Not available,SA,Active
34101,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,344552,2019-04-30T00:00:00,2019,4,16,Natural disaster,170989,173563,Not available,Not available,SA,Active
8888,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,10337,2019-04-30T00:00:00,2019,4,16,Conflict,4892,5445,Not available,Not available,SA,Active
25500,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,129447,2019-04-30T00:00:00,2019,4,16,Natural disaster,63295,66152,Not available,Not available,SA,Active
34307,Countrywide monitoring,Ethiopia,ETH,Addis Ababa,ET14,,,1,7278,2019-04-30T00:00:00,2019,4,16,Conflict,4033,3245,Not available,Not available,SA,Active
42499,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,1788,2019-04-30T00:00:00,2019,4,16,Natural disaster,881,907,Not available,Not available,SA,Active
59000,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,94542,2019-04-30T00:00:00,2019,4,16,Conflict,55542,39000,Not available,Not available,SA,Active
59122,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,707704,2019-04-30T00:00:00,2019,4,16,Conflict,348736,358968,Not available,Not available,SA,Active
59115,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,2365,2019-04-30T00:00:00,2019,4,16,Conflict,1197,1168,Not available,Not available,SA,Active
67280,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,11279,2019-04-30T00:00:00,2019,4,16,Economic reasons,5561,5718,Not available,Not available,SA,Active
67320,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,496,2019-06-30T00:00:00,2019,6,17,Economic reasons,240,256,Somali,ET05,SA,Active
67527,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,95,2019-06-30T00:00:00,2019,6,17,Natural disaster,46,49,Amhara,ET03,SA,Active
67575,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,1590,2019-06-30T00:00:00,2019,6,17,Natural disaster,729,861,Somali,ET05,SA,Active
67454,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,28383,2019-06-30T00:00:00,2019,6,17,Conflict,14835,13548,Gambela,ET12,SA,Active
67479,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,83962,2019-06-30T00:00:00,2019,6,17,Conflict,40426,43536,Amhara,ET03,SA,Active
67508,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,1565,2019-06-30T00:00:00,2019,6,17,Conflict,807,758,Amhara,ET03,SA,Active
67509,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,433749,2019-06-30T00:00:00,2019,6,17,Conflict,215512,218237,Oromia,ET04,SA,Active
59251,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,1536,2019-06-30T00:00:00,2019,6,17,Conflict,746,790,Dire Dawa,ET15,SA,Active
59358,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,319275,2019-06-30T00:00:00,2019,6,17,Conflict,151605,167670,Somali,ET05,SA,Active
50987,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,472,2019-06-30T00:00:00,2019,6,17,Conflict,241,231,Somali,ET05,SA,Active
50964,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,2540,2019-06-30T00:00:00,2019,6,17,Conflict,1125,1415,Tigray,ET01,SA,Active
50823,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,291397,2019-06-30T00:00:00,2019,6,17,Conflict,142004,149393,Somali,ET05,SA,Active
34336,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,384421,2019-06-30T00:00:00,2019,6,17,Conflict,184048,200373,Oromia,ET04,SA,Active
34323,Countrywide monitoring,Ethiopia,ETH,Addis Ababa,ET14,,,1,7649,2019-06-30T00:00:00,2019,6,17,Conflict,4264,3385,Somali,ET05,SA,Active
42574,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,53376,2019-06-30T00:00:00,2019,6,17,Natural disaster,27042,26334,Afar,ET02,SA,Active
34282,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,347846,2019-06-30T00:00:00,2019,6,17,Natural disaster,171328,176518,Somali,ET05,SA,Active
34177,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,825,2019-06-30T00:00:00,2019,6,17,Conflict,450,375,Not available,Not available,SA,Active
34182,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,6390,2019-06-30T00:00:00,2019,6,17,Conflict,2956,3434,Oromia,ET04,SA,Active
25493,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,56106,2019-06-30T00:00:00,2019,6,17,Conflict,33709,22397,Oromia,ET04,SA,Active
9053,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,10479,2019-06-30T00:00:00,2019,6,17,Economic reasons,5259,5220,Oromia,ET04,SA,Active
34081,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,6584,2019-06-30T00:00:00,2019,6,17,Conflict,3044,3540,Benishangul-Gumuz,ET06,SA,Active
25813,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,768,2019-06-30T00:00:00,2019,6,17,Conflict,387,381,Central Ethiopia,ET07,SA,Active
25622,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,3204,2019-06-30T00:00:00,2019,6,17,Conflict,1675,1529,Afar,ET02,SA,Active
25710,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,5348,2019-06-30T00:00:00,2019,6,17,Other reason,2677,2671,Oromia,ET04,SA,Active
8485,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,32865,2019-06-30T00:00:00,2019,6,17,Conflict,18386,14479,Amhara,ET03,SA,Active
8748,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,231,2019-06-30T00:00:00,2019,6,17,Conflict,128,103,Somali,ET05,SA,Active
8663,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,7054,2019-06-30T00:00:00,2019,6,17,Conflict,3382,3672,Tigray,ET01,SA,Active
8600,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,171,2019-06-30T00:00:00,2019,6,17,Conflict,85,86,Not available,Not available,SA,Active
8609,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,132885,2019-06-30T00:00:00,2019,6,17,Natural disaster,66475,66410,Oromia,ET04,SA,Active
8517,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,2658,2019-06-30T00:00:00,2019,6,17,Natural disaster,1270,1388,Gambela,ET12,SA,Active
67594,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,8937,2019-06-30T00:00:00,2019,6,17,Conflict,4565,4372,Oromia,ET04,SA,Active
67659,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,2433,2019-06-30T00:00:00,2019,6,17,Conflict,1231,1202,Somali,ET05,SA,Active
67590,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,113623,2019-08-30T00:00:00,2019,8,18,Natural disaster,56407,57216,Oromia,ET04,SA,Active
67582,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,234,2019-08-30T00:00:00,2019,8,18,Conflict,117,117,Harari,ET13,SA,Active
8569,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,7645,2019-08-30T00:00:00,2019,8,18,Conflict,3940,3705,Oromia,ET04,SA,Active
8660,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,18312,2019-08-30T00:00:00,2019,8,18,Conflict,9274,9038,Gambela,ET12,SA,Active
8671,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,4095,2019-08-30T00:00:00,2019,8,18,Conflict,2141,1954,Afar,ET02,SA,Active
8644,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,508,2019-08-30T00:00:00,2019,8,18,Conflict,260,248,Somali,ET05,SA,Active
8731,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,6094,2019-08-30T00:00:00,2019,8,18,Other reason,2800,3294,Oromia,ET04,SA,Active
8379,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,95,2019-08-30T00:00:00,2019,8,18,Natural disaster,46,49,Amhara,ET03,SA,Active
8238,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,199,2019-08-30T00:00:00,2019,8,18,Conflict,102,97,Not available,Not available,SA,Active
8299,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,6390,2019-08-30T00:00:00,2019,8,18,Conflict,2956,3434,Oromia,ET04,SA,Active
8337,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,6798,2019-08-30T00:00:00,2019,8,18,Economic reasons,3350,3448,Oromia,ET04,SA,Active
8330,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,5056,2019-08-30T00:00:00,2019,8,18,Conflict,2456,2600,Benishangul-Gumuz,ET06,SA,Active
25662,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,341250,2019-08-30T00:00:00,2019,8,18,Natural disaster,169018,172232,Somali,ET05,SA,Active
25843,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,325567,2019-08-30T00:00:00,2019,8,18,Conflict,158393,167174,Oromia,ET04,SA,Active
9018,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,42,2019-08-30T00:00:00,2019,8,18,Conflict,24,18,Benishangul-Gumuz,ET06,SA,Active
8970,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,231,2019-08-30T00:00:00,2019,8,18,Conflict,128,103,Somali,ET05,SA,Active
34203,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,2194,2019-08-30T00:00:00,2019,8,18,Conflict,1117,1077,Somali,ET05,SA,Active
34144,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,675,2019-08-30T00:00:00,2019,8,18,Conflict,360,315,Not available,Not available,SA,Active
34257,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,65729,2019-08-30T00:00:00,2019,8,18,Conflict,39646,26083,Oromia,ET04,SA,Active
42644,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,45141,2019-08-30T00:00:00,2019,8,18,Conflict,22674,22467,Amhara,ET03,SA,Active
42662,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,430,2019-08-30T00:00:00,2019,8,18,Economic reasons,193,237,Somali,ET05,SA,Active
42628,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,1510,2019-08-30T00:00:00,2019,8,18,Conflict,766,744,Central Ethiopia,ET07,SA,Active
50957,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,1872,2019-08-30T00:00:00,2019,8,18,Conflict,958,914,Amhara,ET03,SA,Active
50997,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,1817,2019-08-30T00:00:00,2019,8,18,Natural disaster,989,828,Gambela,ET12,SA,Active
50999,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,32924,2019-08-30T00:00:00,2019,8,18,Conflict,18471,14453,Amhara,ET03,SA,Active
59342,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,911,2019-08-30T00:00:00,2019,8,18,Natural disaster,459,452,Somali,ET05,SA,Active
59287,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,47528,2019-08-30T00:00:00,2019,8,18,Natural disaster,24319,23209,Afar,ET02,SA,Active
59155,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,3882,2019-08-30T00:00:00,2019,8,18,Conflict,1632,2250,Tigray,ET01,SA,Active
59042,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,7058,2019-08-30T00:00:00,2019,8,18,Conflict,3379,3679,Tigray,ET01,SA,Active
59036,Countrywide monitoring,Ethiopia,ETH,Addis Ababa,ET14,,,1,7603,2019-08-30T00:00:00,2019,8,18,Conflict,4218,3385,Somali,ET05,SA,Active
67529,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,209554,2019-08-30T00:00:00,2019,8,18,Conflict,104572,104982,Oromia,ET04,SA,Active
67299,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,216280,2019-08-30T00:00:00,2019,8,18,Conflict,105373,110907,Somali,ET05,SA,Active
67385,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,161211,2019-08-30T00:00:00,2019,8,18,Conflict,78739,82472,Somali,ET05,SA,Active
67334,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,5588,2019-10-31T00:00:00,2019,10,19,Other reason,2570,3018,Oromia,ET04,SA,Active
67293,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,51598,2019-10-31T00:00:00,2019,10,19,Natural disaster,26046,25552,Afar,ET02,SA,Active
67431,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,202,2019-10-31T00:00:00,2019,10,19,Conflict,105,97,Not available,Not available,SA,Active
67420,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,1045,2019-10-31T00:00:00,2019,10,19,Conflict,518,527,Central Ethiopia,ET07,SA,Active
51001,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,802,2019-10-31T00:00:00,2019,10,19,Conflict,389,413,Not available,Not available,SA,Active
50924,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,5827,2019-10-31T00:00:00,2019,10,19,Conflict,2914,2913,Afar,ET02,SA,Active
42681,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,7670,2019-10-31T00:00:00,2019,10,19,Conflict,3937,3733,Oromia,ET04,SA,Active
50818,Countrywide monitoring,Ethiopia,ETH,Dire Dawa,ET15,,,1,5852,2019-10-31T00:00:00,2019,10,19,Conflict,2715,3137,Oromia,ET04,SA,Active
34298,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,867,2019-10-31T00:00:00,2019,10,19,Natural disaster,435,432,Somali,ET05,SA,Active
42549,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,6996,2019-10-31T00:00:00,2019,10,19,Economic reasons,3547,3449,Oromia,ET04,SA,Active
34305,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,314910,2019-10-31T00:00:00,2019,10,19,Conflict,153920,160990,Oromia,ET04,SA,Active
42497,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,72204,2019-10-31T00:00:00,2019,10,19,Conflict,43462,28742,Oromia,ET04,SA,Active
25418,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,385,2019-10-31T00:00:00,2019,10,19,Conflict,223,162,Somali,ET05,SA,Active
25512,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,584,2019-10-31T00:00:00,2019,10,19,Conflict,383,201,Tigray,ET01,SA,Active
25514,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,175433,2019-10-31T00:00:00,2019,10,19,Conflict,84702,90731,Somali,ET05,SA,Active
25818,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,3566,2019-10-31T00:00:00,2019,10,19,Conflict,1782,1784,Somali,ET05,SA,Active
25842,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,3661,2019-10-31T00:00:00,2019,10,19,Conflict,1858,1803,Afar,ET02,SA,Active
25823,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,1862,2019-10-31T00:00:00,2019,10,19,Conflict,971,891,Benishangul-Gumuz,ET06,SA,Active
25803,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,26730,2019-10-31T00:00:00,2019,10,19,Conflict,14803,11927,Amhara,ET03,SA,Active
25808,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,44570,2019-10-31T00:00:00,2019,10,19,Conflict,22836,21734,Amhara,ET03,SA,Active
25703,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,304699,2019-10-31T00:00:00,2019,10,19,Natural disaster,149973,154726,Somali,ET05,SA,Active
8338,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,264,2019-10-31T00:00:00,2019,10,19,Conflict,142,122,Somali,ET05,SA,Active
8178,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,208169,2019-10-31T00:00:00,2019,10,19,Conflict,102745,105424,Oromia,ET04,SA,Active
8448,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,6785,2019-10-31T00:00:00,2019,10,19,Conflict,3224,3561,Tigray,ET01,SA,Active
8732,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,213969,2019-10-31T00:00:00,2019,10,19,Conflict,104618,109351,Somali,ET05,SA,Active
8667,Countrywide monitoring,Ethiopia,ETH,Gambela,ET12,,,1,8714,2019-10-31T00:00:00,2019,10,19,Conflict,4353,4361,Gambela,ET12,SA,Active
8769,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,1937,2019-10-31T00:00:00,2019,10,19,Conflict,956,981,Benishangul-Gumuz,ET06,SA,Active
8808,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,1663,2019-10-31T00:00:00,2019,10,19,Conflict,811,852,Amhara,ET03,SA,Active
8593,Countrywide monitoring,Ethiopia,ETH,Tigray,ET01,,,1,42,2019-10-31T00:00:00,2019,10,19,Conflict,24,18,Benishangul-Gumuz,ET06,SA,Active
67639,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,129029,2019-10-31T00:00:00,2019,10,19,Natural disaster,63083,65946,Oromia,ET04,SA,Active
67669,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,463,2019-10-31T00:00:00,2019,10,19,Economic reasons,237,226,Somali,ET05,SA,Active
67668,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,6985,2019-12-31T00:00:00,2019,12,20,Economic reasons,3326,3659,Oromia,ET04,SA,Active
67622,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,498,2019-12-31T00:00:00,2019,12,20,Economic reasons,245,253,Somali,ET05,SA,Active
8631,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,27303,2019-12-31T00:00:00,2019,12,20,Conflict,13520,13783,Benishangul-Gumuz,ET06,SA,Active
8830,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,370609,2019-12-31T00:00:00,2019,12,20,Conflict,183908,186701,Oromia,ET04,SA,Active
8837,Countrywide monitoring,Ethiopia,ETH,Benishangul-Gumuz,ET06,,,1,2007,2019-12-31T00:00:00,2019,12,20,Conflict,1049,958,Benishangul-Gumuz,ET06,SA,Active
8254,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,452,2019-12-31T00:00:00,2019,12,20,Conflict,227,225,Somali,ET05,SA,Active
25679,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,114394,2019-12-31T00:00:00,2019,12,20,Natural disaster,57375,57019,Oromia,ET04,SA,Active
25623,Countrywide monitoring,Ethiopia,ETH,Harari,ET13,,,1,2352,2019-12-31T00:00:00,2019,12,20,Conflict,1188,1164,Somali,ET05,SA,Active
25639,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,427921,2019-12-31T00:00:00,2019,12,20,Conflict,208747,219174,Oromia,ET04,SA,Active
25797,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,120565,2019-12-31T00:00:00,2019,12,20,Natural disaster,58990,61575,Oromia,ET04,SA,Active
25745,Countrywide monitoring,Ethiopia,ETH,Afar,ET02,,,1,51865,2019-12-31T00:00:00,2019,12,20,Natural disaster,25970,25895,Afar,ET02,SA,Active
25848,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,622,2019-12-31T00:00:00,2019,12,20,Conflict,421,201,Tigray,ET01,SA,Active
25837,Countrywide monitoring,Ethiopia,ETH,Somali,ET05,,,1,58575,2019-12-31T00:00:00,2019,12,20,Conflict,30834,27741,Somali,ET05,SA,Active
25446,Countrywide monitoring,Ethiopia,ETH,Amhara,ET03,,,1,202,2019-12-31T00:00:00,2019,12,20,Conflict,105,97,Central Ethiopia,ET07,SA,Active
8953,Countrywide monitoring,Ethiopia,ETH,Oromia,ET04,,,1,89581,2019-12-31T00:00:00,2019,12,20,Conflict,45154,44427,Somali,ET05,SA,Active
